107, 2023-01-01, 15, 50
107, 2023-01-02, 20, 30
107, 2023-01-03, 8, 10
107, 2023-01-04, 13, 15
107, 2023-01-05, 2, 20
107, 2023-01-06, 5, 5
107, 2023-01-07, 0, 0
107, 2023-01-08, 10, 10
107, 2023-01-09, 7, 8
107, 2023-01-10, 4, 5
107, 2023-01-11, 8, 10
107, 2023-01-12, 10, 15
107, 2023-01-13, 2, 5
107, 2023-01-14, 0, 0
107, 2023-01-15, 2, 2
107, 2023-01-16, 0, 0
107, 2023-01-17, 5, 5
107, 2023-01-18, 8, 8
107, 2023-01-19, 9, 15
107, 2023-01-20, 0, 0
107, 2023-01-21, 8, 8
107, 2023-01-22, 10, 18
107, 2023-01-23, 0, 0
107, 2023-01-24, 0, 0
107, 2023-01-25, 45, 89
107, 2023-01-26, 0, 0
107, 2023-01-27, 0, 0
107, 2023-01-28, 0, 0
107, 2023-01-29, 0, 0
107, 2023-01-30, 7, 7
108, 2023-01-01, 30, 100
108, 2023-01-02, 35, 70
108, 2023-01-03, 40, 40
108, 2023-01-04, 38, 45
108, 2023-01-05, 22, 30
108, 2023-01-06, 15, 20
108, 2023-01-07, 0, 0
108, 2023-01-08, 15, 15
108, 2023-01-09, 5, 10
108, 2023-01-10, 0, 5
108, 2023-01-11, 35, 40
108, 2023-01-12, 38, 40
108, 2023-01-13, 40, 50
108, 2023-01-14, 45, 40
108, 2023-01-15, 50, 50
108, 2023-01-16, 55, 60
108, 2023-01-17, 58, 60
108, 2023-01-18, 60, 80
108, 2023-01-19, 5, 20
108, 2023-01-20, 70, 80
108, 2023-01-21, 72, 80
108, 2023-01-22, 75, 80
108, 2023-01-23, 80, 80
108, 2023-01-24, 85, 90
108, 2023-01-25, 88, 90
108, 2023-01-26, 90, 100
108, 2023-01-27, 95, 100
108, 2023-01-28, 100, 100
108, 2023-01-29, 105, 110
108, 2023-01-30, 110, 110
109, 2023-01-01, 60, 60
109, 2023-01-02, 45, 45
109, 2023-01-03, 20, 30
109, 2023-01-04, 22, 28
109, 2023-01-05, 8, 20
109, 2023-01-06, 5, 10
109, 2023-01-07, 5, 5
109, 2023-01-08, 10, 10
109, 2023-01-09, 5, 8
109, 2023-01-10, 0, 5
109, 2023-01-11, 0, 0
109, 2023-01-12, 28, 30
109, 2023-01-13, 30, 30
109, 2023-01-14, 35, 40
109, 2023-01-15, 38, 40
109, 2023-01-16, 40, 40
109, 2023-01-17, 42, 50
109, 2023-01-18, 45, 50
109, 2023-01-19, 48, 50
109, 2023-01-20, 50, 50
109, 2023-01-21, 55, 60
109, 2023-01-22, 60, 60
109, 2023-01-23, 62, 70
109, 2023-01-24, 65, 70
109, 2023-01-25, 68, 70
109, 2023-01-26, 70, 70
109, 2023-01-27, 75, 80
109, 2023-01-28, 80, 90
109, 2023-01-29, 82, 90
109, 2023-01-30, 0, 0
110, 2023-01-01, 15, 50
110, 2023-01-02, 20, 30
110, 2023-01-03, 8, 10
110, 2023-01-04, 13, 15
110, 2023-01-05, 2, 20
110, 2023-01-06, 5, 5
110, 2023-01-07, 0, 0
110, 2023-01-08, 10, 10
110, 2023-01-09, 7, 8
110, 2023-01-10, 4, 5
110, 2023-01-11, 8, 10
110, 2023-01-12, 10, 15
110, 2023-01-13, 2, 5
110, 2023-01-14, 0, 0
110, 2023-01-15, 2, 2
110, 2023-01-16, 0, 0
110, 2023-01-17, 5, 5
110, 2023-01-18, 8, 8
110, 2023-01-19, 9, 15
110, 2023-01-20, 0, 0
110, 2023-01-21, 8, 8
110, 2023-01-22, 10, 18
110, 2023-01-23, 0, 0
110, 2023-01-24, 0, 0
110, 2023-01-25, 45, 89
110, 2023-01-26, 0, 0
110, 2023-01-27, 0, 0
110, 2023-01-28, 0, 0
110, 2023-01-29, 0, 0
110, 2023-01-30, 7, 7
111, 2023-01-01, 15, 50
111, 2023-01-02, 20, 30
111, 2023-01-03, 8, 10
111, 2023-01-04, 13, 15
111, 2023-01-05, 2, 20
111, 2023-01-06, 5, 5
111, 2023-01-07, 0, 0
111, 2023-01-08, 10, 10
111, 2023-01-09, 7, 8
111, 2023-01-10, 4, 5
111, 2023-01-11, 8, 10
111, 2023-01-12, 10, 15
111, 2023-01-13, 2, 5
111, 2023-01-14, 0, 0
111, 2023-01-15, 2, 2
111, 2023-01-16, 0, 0
111, 2023-01-17, 5, 5
111, 2023-01-18, 8, 8
111, 2023-01-19, 9, 15
111, 2023-01-20, 0, 0
111, 2023-01-21, 8, 8
111, 2023-01-22, 10, 18
111, 2023-01-23, 0, 0
111, 2023-01-24, 0, 0
111, 2023-01-25, 45, 89
111, 2023-01-26, 0, 0
111, 2023-01-27, 0, 0
111, 2023-01-28, 0, 0
111, 2023-01-29, 0, 0
111, 2023-01-30, 7, 7
112, 2023-01-01, 15, 50
112, 2023-01-02, 20, 30
112, 2023-01-03, 8, 10
112, 2023-01-04, 13, 15
112, 2023-01-05, 2, 20
112, 2023-01-06, 5, 5
112, 2023-01-07, 0, 0
112, 2023-01-08, 10, 10
112, 2023-01-09, 7, 8
112, 2023-01-10, 4, 5
112, 2023-01-11, 8, 10
112, 2023-01-12, 10, 15
112, 2023-01-13, 2, 5
112, 2023-01-14, 0, 0
112, 2023-01-15, 2, 2
112, 2023-01-16, 0, 0
112, 2023-01-17, 5, 5
112, 2023-01-18, 8, 8
112, 2023-01-19, 9, 15
112, 2023-01-20, 0, 0
112, 2023-01-21, 8, 8
112, 2023-01-22, 10, 18
112, 2023-01-23, 0, 0
112, 2023-01-24, 0, 0
112, 2023-01-25, 45, 89
112, 2023-01-26, 0, 0
112, 2023-01-27, 0, 0
112, 2023-01-28, 0, 0
112, 2023-01-29, 0, 0
112, 2023-01-30, 7, 7
